Nombre_Carretera,Cantidad_Viajes
Privada Poniente,1
Calle Ahuacatitla,1
Calle Astro Rey,1
Paseo de los Héroes,1
Calle V. de Santa María,1
Cerrada Pregoneros,1
Calle Villa Gonzalo,1
Calle Sierra Mazapil,1
Camino Viejo a Xochimilco,1
Cerrada Aguas Potables,1
Calle La Zandunga,1
Calle Batalla de Capulalpan,1
Carretera a San Pablo,1
Calle Compás,1
Calle Lago Caratasta,1
Cerrada Niños Héroes,1
Calle Aguayo,1
Circuito Interior Campo Militar 1F,1
Prolongación Centenario,1
Calle Joaquín Herrera,1
Calle Camarones,1
Cerrada Tercera Xaxalpa,1
Calle 34-A,1
Calle Rinconada de Atlamaya,1
Poniente 134,1
Cerrada Cuarta Francisco Villa,1
Calle Paileros,1
Privada Dalia,1
Calle 2 Pioquinto Roldán,1
Privada 3 Oriente,1
Calle 22 de Noviembre,1
Paseo de los Olmos,1
Calle Oriente 259,1
Cerrada Eduardo Molina,1
Pirul,1
Calle Polen,1
Calle 3 Domingo Ríos,1
Calle Hortelanos,1
Residencial San Francisco,1
Calle Cajeme,1
Calle Madrugada,1
Sóstenes Rocha,1
Calle Tzugacab,1
Calle Piñón,1
Avenida Roque Velasco Cerón,1
Calle Laguna Tamiahua,1
Cerrada Primera San Jerónimo,1
Calle Piscis,1
I. Churintzio,1
Calle Escape,1
Calle Dominicanos,1
Calle Acahuatl,1
Avenida Eje 3,1
Calle Río Hudson,1
Prolongación Cruz Blanca,1
Calle Juan Guillermo Villasana,1
Calle Secundaria 45,1
Privada Pimentel,1
Calle Tamazula,1
Calle Carlos Pereira,1
Calle Esteban Chavero,1
Calle Melocotón,1
Callejón de las Flores,1
Cerrada Eucalipto,1
Calle Kioto,1
Cerrada Primera de Órgano,1
Calle Jilguerillas,1
Calle Río Tuxpan,1
Privada Tláhuac,1
Cerrada Giotto,1
Calle Bahía de Ballenas,1
Avenida Constitución,1
Cerrada 2ª Ignacio Manuel Altamirano,1
Calle Sur 111-A,1
Calle Valle de Tulancingo,1
Andador Techado,1
Calle Zapotecos,1
Privada Mar de Cortés,1
Prolongación Juan de la Barrera,1
Cerrada Callejón Aspiros,1
Avenida 6-A,1
Calle Magdalena Cobos,1
Calle Talpa,1
Calle Eva Sámano de López Mateos,1
Calle Playa Revolcadero,1
Mariano Matamoros,1
Calle Mitla,1
Calle Limas,1
Peatonal Vicente Trebuesto,1
Calle Oriente 11,1
Calle Tlacuitlapa,1
Calle Cátodo,1
Sur 128 A,1
Calle Vista Hermosa,1
Calle 3 Casimiro del Valle,1
Calle La Gaviota,1
Calle Belgas,1
Calle Rivera Fernández,1
Calle Peñón,1
Calzada Magdalena Mixhuca,1
Ciclovía Metropolitana,1
Calle General Juan José Ríos,1
Calle Cardo,1
Poniente 75,1
Calle Herschel,1
Calle Payasos,1
Avenida Andrómeda,1
Calle Ejido La Candelaria,1
Calle La Barranca,1
Privada Primera de Abasolo,1
Privada Ignacio Zaragoza,1
Subteniente Hugo Oscar Gonalez,1
Cerrada Jueces,1
Privada los Capulines,1
Camino Antiguo a San Lucas,1
Calle Cuilotepec,1
Andador Victoria,1
Calle Pedro Arvizu,1
Calle Leandro Valle,1
Calle Hacienda de la Carbonera,1
Calle Rosa Amarilla,1
Calle Sahúayo,1
Calle Texcaltitla,1
Cerrada Segunda Monte Alegre,1
Calle Norte 69,1
Calle Rosa,1
Retorno 101,1
Cerrada Lago San Pedro,1
Río Escondido,1
Calle Oriente 229 A,1
Privada San Miguel,1
Calle Pizarra,1
Callejón La Mora,1
Cerrada Suiza,1
Calle Virgen de la Caridad Oriente,1
Calle Tlatenco,1
Estacionamiento H,1
Calle Marcelino Sedano,1
Cerrada Apatlaco,1
Privada Jade,1
Segunda Cerrada Zacualtitla,1
Calle 70,1
Calle Xolotl,1
Privada 1ª Cáliz,1
Calle Piedra del Sol,1
Segunda Cerrada Cerro de las Cruces,1
Calle 6 Carlos Mancilla,1
Callejón 5 de Mayo,1
Calle Valle Rodano,1
Calle Herradura,1
Ocote,1
Plaza de Aragón,1
Calle Pampas,1
Calle Africana,1
Privada T,1
Melchor,1
Plaza Tepozán,1
Lateral Norte Taller,1
Calle Carbón,1
Flores,1
Calle Falsta,1
Calle Sur 130,1
Callejón Moctezuma,1
Primera Cerrada Luis Donaldo Colosio,1
Privada Unión,1
Calle del Potrero,1
Calle Ingeniero Jesús Gómez González,1
3a Cerrada Lago Silverio,1
Callejón Caxpa,1
Calle Fuente de Trevi,1
Calle Tordesillas,1
Calle Playa Pichilingue,1
Calle Epiro,1
Privada de Cuernavaca,1
Privada Primera Lago Mask,1
Calle Benito Coquet,1
Avenida Arteaga y Salazar,1
Calle Parcela,1
Peatonal Retorno 8 Avenida del Taller,1
Avenida Vallarta,1
Calle La Mariquita,1
Calle Guaycura,1
Calle Doctor M. Morales,1
Calle 77,1
Cerrada Segunda de Abasolo,1
Calle Rodrigo Valdez,1
Calle Benemérito de las Américas,1
Calle Glorieta Norte,1
Segunda Cerrada Lago Guija,1
Calle Kentucky,1
Calle Evaristo Calderón,1
Calle Chicleria,1
Privada Miraflores,1
Cerrada Quinta Hermenegildo Galeana,1
Cerrada Tejocote,1
Andador Jazmín,1
Calle Norte 81-A,1
Calle Umbela,1
Calle Oriente 235,1
Calle Lateral Periférico,1
Calle José María Marroquí,1
Calle Belén,1
José Tomás Cuéllar,1
Daniel Cosío Villegas,1
Calle Norte 6,1
Tercer Retorno de Manuela Cañizares,1
Calle Carlos Gounod,1
Calle Loma China,1
Lateral Oriente Genaro García,1
Cerrada Pilancón,1
Calle Motozintla,1
Calle Guanacevi,1
Privada Santa María,1
Calle Campo Pitero,1
Cerrada Guadalupe Victoria,1
Calle General Antonio León,1
Andador Constitución del 57,1
Calle Crepúsculo,1
Calle Gregorio Torres Quintero,1
Cerrada Alfonso XIII,1
Cerrada Calzada de la Viga,1
Calle Sofía,1
Calle Loro,1
Calle Citlali,1
Retorno Loma Verde,1
Calle Espuelas,1
Calle Cancún,1
Calle La Quebrada,1
Privada Torres Quintero,1
Calle Tejamanil,1
Calle Abraham Sánchez,1
Avenida Jalalpa Norte,1
Cerrada Retorno 66,1
Calle Vainilla,1
Calle Generales,1
Avenida Río Norte,1
Calle Trabajadores Sociales,1
Calle Petreles,1
Avenida Paseo del Ferrocarril,1
Camino de la Secretaría,1
Calle Oscar Wilde,1
Sur 126-A,1
Calle J Manzana X,1
Calle Andrea del Sarto,1
Calle Parque de la Princesa,1
Calle Atenas,1
Mina Etzalan,1
Calle 310,1
División del Norte,1
Calle Melchor Pérez de Soto,1
Calle Vía Ecatepec,1
Cerrada de Mercaderes,1
Plaza José Clemente Orozco,1
Cerrada de Huayatla,1
Calle Arbolito,1
Circuito Cantera,1
Calle Chonchos Norte,1
Calle El Ranchito,1
Transbordo Intermodal MB Bellas Artes - TB,1
Calle Estado de Jalisco,1
Calle Manuel de Jesús,1
Cerrada Segunda Nicolás Le Blanc,1
Cerrada San Joaquín,1
Calle Cabalonga,1
Primera Privada de Manuel del Olmo,1
Cerrada Begonia,1
Calle Raíz del Agua,1
Calle 10 de Abril,1
Calle Tlamahuacala 1,1
Privada Río Chico,1
Calle Rosa Zaragoza,1
Calle Cerro de los Cimientos,1
Calle del Recuerdo,1
2Da Cerrada Rio Titla Ote,1
Calle Paseo del Lago,1
Cerrada Tizapán,1
Calle Aguacate,1
Privada Puerto,1
Calle Ignacio Zaragoza Oriente,1
Sacramento,1
Calle 2 Guadalupe Magaña,1
Calle Brea,1
Calle Garza González,1
Camino de los Toros,1
Cerrada Joya,1
Calle Capitán Vértiz,1
Calle Hermanas González,1
1ra Cerrada de Carril,1
Retorno 2 de Fray Servando Teresa de Mier,1
Calle Puerto Villa Poder,1
Avenida Físicos,1
Avenida Onimex,1
Calle Octava Gitana,1
Calle Fray Toribio de Benavente,1
Primer Callejón Indepedencia,1
Prolongación Ojo de Agua,1
Calle del Caballito,1
Calle Valle de la Mota,1
Avenida Río Carrizal,1
Plaza de San Pablo,1
Cerrada Camelia,1
Callejón San Joaquín,1
Calle Campo Sarlat,1
Calle Tlaloc,1
Calle Piedra Rosa,1
Calle General Pedro María Anaya,1
Calle Andorra,1
Calle Doctor Enrique González Martínez,1
Privada de Cuauhtémoc,1
Callejón Chillar,1
Calle Lago Onega,1
Privada Veneda,1
Calle Fuente de Júpiter,1
Calle Ópalo,1
Calle Mártires de Xalapa,1
Calle Reyna Xóchitl,1
Calle Biógrafos,1
Calle General José María Cueto,1
Calle Jonote,1
Calle José Prieto Azcuaga,1
Camino a Tlaltenco,1
Retorno 18,1
Calle Fuente de Pisa,1
Calle Mosqueta,1
Calle Luis Braile,1
Cuarta Cerrada Emiliano Zapata,1
Calle Europa,1
Estrella Cefeida,1
Calle 3 Eusebio García,1
Bosque de Tzirate,1
Segunda Cerrada Arizona,1
Calle Cerro Negro,1
Avenida Peralvillo,1
Calle Paricutín,1
Peatonal 2 de Abril,1
Calle Felipe Obregón,1
Calle Lombardo Toledano,1
Calle Licenciado Fernando Castaños,1
Cerrada 1º San José,1
Calle Amezquite,1
Calle Coronel Adolfo García,1
Andador Cuatro,1
Calle Real de los Reyes,1
Calle Río Duero,1
Calle Lomas de San Lorenzo,1
Calle Humberto G. Tamayo,1
Calle Aretillo,1
Cerrada la Enrramada,1
Club Deportivo Monterrey,1
Calle 57,1
Privada Juan Bosco Lote 22,1
Privada Retorno 2 Javier Rojo Gómez,1
Cerrada Segunda Las Flores,1
Calle David Herrera,1
Callejón Javier Rojo Gómez,1
Calle Río Santiago,1
Calle La Estrella,1
Calle San Cristóbal de las Casas,1
Andador Diligencias,1
Calle Cerro Capilla San Miguel,1
1ª Cerrada de Heliótropo,1
Cerrada Villa Juárez,1
Prolongación Santa Tecla,1
Calle Valle del Éufrates,1
Cerrada Pistilo,1
Calle Tepeco,1
Calle Río Magdalena,1
Calle Manuel Torrea,1
Calle Estenógrafos,1
Calle Sexta Gitana,1
Avenida 17,1
Calle Miramar,1
Calle Jarilla,1
Calle Ferrara,1
Calle Flor de Cacao,1
Calle Rosal,1
Segunda Cerrada Alcatraz,1
Calle Plaza Río de Janeiro,1
Avenida Alfredo V. Bonfil,1
Calle Agustín Romero Ibáñez,1
Calle Antonio Velázquez Martínez,1
Bosque de Caobas,1
Calle Francisco Olaguibel,1
Sierra Picacho,1
Cerrada Primera 5 de Mayo,1
Calle Muralistas,1
Calle Zapateros,1
Calle Joaquín Iturbide,1
Privada del Moral,1
Calle Guerrerenses,1
Calle Fernando Enríquez,1
Cerrada Tikal,1
Avenida de la Industria,1
Avenida Santa Prisca,1
Calle Corot,1
Privada Diamante,1
Carretera Xochimilco San Pablo Topilejo,1
Calle Novena Ojo de Agua,1
Calle Vicente Beristain,1
Calle Ejido San Pedro Mártir,1
Calle Águila,1
Calle Franz Schubert,1
Avenida Luis Echeverría,1
Calle Malva,1
Callejón Condesa,1
Calle Tepanecas,1
Cerrada Guerrero,1
Calle 1553,1
Cerrada Segunda Canal de San Juan,1
Calle 73C,1
Privada Tepayo,1
Calle Julio Ruelas,1
Calle Paso Mayor,1
Cerro del Tezonco,1
1° Cerrada de Manuela Cañizares,1
Callejón Los Ángeles,1
Peatonal Sur 28,1
Calle Florida,1
Calle Cerezas,1
Calle Mixtón,1
Calle Actopan,1
1a Privada Tula,1
Privada Sexta,1
Calle Tixcandal,1
Peatonal Cuarto Callejón Prolongación Hidalgo,1
Cerrada de Ameyalco,1
Avenida Norte,1
Calle Sebastián Barrigüete Andrade,1
Cerrada Canal Nacional,1
Calle Maximino Ávila Camacho,1
Calle Golondrina de las Colonias,1
Calle Alonso Cano,1
Calzada Santa Cruz Cacalco,1
Calle Jiquilipan,1
11° Andador de Cafetales,1
Camino al Cedral,1
Calle Sierra Gamón,1
Calle Cultura Griega,1
Calle La Habana,1
Cerrada Pie de la Loma,1
Calle Norte 88,1
Calle Piedra Arenosa,1
Calle Santa Bárbara,1
Calle Coquito,1
Andador Mimosa,1
Circuito Sector 44,1
Privada Sacramento,1
Segunda Cerrada de 16 de Septiembre,1
Calle Jardin Pascual Ortiz Rubio,1
Calle Río Azul,1
Privada Alfredo Del Mazo,1
Calle Neblina,1
Calle Almaratos,1
Calle Himno Nacional,1
Cerrada de Pueblo Nuevo,1
Calle 3 Sabadino Jaime,1
Calle Tierra y Libertad,1
Calle Zoques Sur,1
Cerrada Tizoc,1
Calle Puerto Arturo,1
Calle Seledonio Garcés,1
Retorno 7 de Francisco del Paso y Troncoso,1
Calle Eulogio Parra,1
Calle 59,1
3a Cerrada Cruz Blanca,1
Cerrada 29 de Octubre,1
Cerrada de Arboledas,1
Avenida Cuautepec,1
Calle Claude Debussy,1
Calle Río Tlacotalpan,1
Prolongación Lucas Alamán,1
Calle Valentín Reyes,1
Cerrada Segunda Aspiros,1
Privada Nova,1
Pasillo Zapata 1,1
Cerrada a San Pablo,1
Calle Diego de Ordaz,1
Camino a San Andrés,1
Calle 1 Jacinto Huitrón,1
Cerrada Tercera Cuitláhuac,1
Calle Dracena,1
Calle Novedades,1
Primer Retorno de Villa Franqueza,1
Cerrada 13 de Septiembre,1
3a Cerrada de Observatorio,1
Calle Graciano Sánchez,1
Calle Pulpo,1
Cerrada Manuel M. López,1
Privada Arenal,1
Calle 87,1
Calle Piñonero,1
Oriente 85 A,1
Privada Indonesia,1
Calle Fernando Román Lugo,1
Cerrada Magnolia 19,1
Calle Aboceta,1
Calle Golondrina de Mar,1
Calle General Manuel M. Echegaray,1
Calle Aloe,1
Retorno Golondrina de Mar,1
Calle Talara,1
Calle Enrique Wallon,1
Calle Norte 87-A,1
Callejón Oaxaca,1
Cerrada Cedros,1
Calle Trujillo,1
Carretera México-Ajusco,1
Privada Módulo 22,1
Calle 14 de Julio,1
Calle Pajarera,1
Calle 2 Leonardo Hernández,1
Calle 61,1
Calle Enrique Lombardo,1
Calle Formosa,1
Mineros,1
Calle Yácatas,1
Calle Fuentes Brotantes,1
Andador Isusi Farfán,1
Andador 50 del Temoluco,1
Calle Isla San Juan de Ulúa,1
Cerrada Avenida México B,1
Cerrada Héctor Fierro,1
Calle Empresa Ejidal,1
Privada Francisco Tembleque,1
Calle Cosalá,1
Cerrada de los Pinos,1
1a Cerrada Lago Muritz,1
Calle Poniente 119,1
Calle Río San Borja,1
Calle Rinconada Uranio,1
Avenida Piraña,1
Calle Ote. 121,1
Cerrada Puente Cuadritos,1
Calle 29A,1
Avenida Heroico Colegio Militar,1
Privada Lago de Chapultepec,1
Calle Puerto Salina Cruz,1
Calle Fausto Nieto,1
Privada Tercera Camino Real,1
Calle José Rocabruna,1
Calle Plan de San Luis,1
Primera Privada Providencia,1
Calle Hacienda Estipac,1
Beethoven,1
Quinceavo Andador de Mariquita Sánchez,1
Callejón Ahuatla,1
Andador del Rosal,1
Avenida 551,1
Andador 23,1
Avenida Perimetral,1
Cerrada Pachuca,1
Calle Rita Pérez de Moreno,1
Cerrada Encinos,1
Calle Hector Fierro,1
Calle 1503,1
Calle Golondrina Acerada,1
Calle Miguel Negrete,1
Privada Cáñamo,1
Calle Tlahuitla,1
Cerrada Kiosko,1
Avenida Piedad,1
Calle Náhuatl,1
Calle Plaza Grijalva,1
Calle Santos Degollado,1
Otavalo,1
Calle Montes Urales Norte,1
Calle Analistas,1
Calle Rancho Tamboreo,1
Plaza Magdalena Mixiuhca,1
Calle Claveles,1
Calle General Vicente Mariscal,1
Calle Andrés Ozuna,1
Calle Sierra de las Cruces,1
Calle Hera,1
Calle Xicalhuacan,1
Calle Taxco,1
Calle Lateral Avenida Central,1
Cerrada El Chico,1
Calle Sur 101 B,1
Calle Río Chinipas,1
Privada de Juárez,1
Calle San Andrés,1
Calle 319,1
Calle José Gálvez Moya,1
Calle Río Cuencame,1
Calle República de Argentina,1
Calle Milano,1
Calle Loma del Parque,1
Calle Norte 7,1
Calle Confiteras,1
Calle 45,1
Peatonal Petén,1
Hilario Pérez de León,1
Privada Retorno 69,1
Jacarandas,1
Retorno 53,1
Calle 3er Anillo de Circunvalación,1
Calle Antonio Ruiz,1
Calle Bosques de Mongolia,1
Calle Colorado,1
Calle Rosas de Mayo,1
Peatonal de la Línea,1
Calle San Isidro,1
Calle Hacienda Cerro Quetzal,1
Cerrada Segunda Olivos,1
Cerrada Fresnillo,1
Peatonal 81,1
Calle Ingeniero Antonio Madrazo,1
Hacienda Valparaíso,1
Calle la Vencedora,1
Tercer Callejón Galeana,1
Calle Simón Álvarez,1
Circuito Josefa Ortiz de Domínguez,1
Calle 1 Leonardo Hernández,1
Callejón San Miguel,1
Calle Real de Guadalupe,1
Calle Cabo San Lucas,1
Calle Licenciado Manuel Aguirre Berlanga,1
Cerrada Vista Hermosa,1
Lago Ayarza,1
Carril de Acceso Centro Banamex,1
Chalupas,1
Cerrada Torreón,1
Privada Sinanché,1
Calle Platanales,1
Privada Capilla de los Reyes,1
Sur 126,1
Calle Cirujanos,1
Calle Ébanos,1
Avenida Langosta,1
Calle Minatitlán,1
Avenida Paseo de los Ahuehuetes Sur,1
Calle José María Trochuelo,1
Calle Sucres,1
Cerrada Zaragoza,1
Privada Patriotismo,1
Calle Sur 185,1
Calle Tonantzín,1
Peatonal de la Parábola,1
Calle Médicos,1
Avenida Encarnación Ortiz,1
Calle Godard,1
Cerrada de Arces,1
Circunvalación Oriente,1
Calle Alcaicería,1
Calle Rincón del Bosque,1
Retorno 4,1
Calle Mejía Delgado,1
Calle B. Zúñiga,1
Calle Cerezos,1
Calle Monte Tlaxcala,1
Cerrada de Popotla,1
Privada Gavilán,1
Calle Xontepec,1
Calle Bello Horizonte,1
Calle Playa Langosta,1
4a. Cerrada de Retoño,1
Calle Malinqui,1
Calle Higuerilla,1
Calle Antonio Van Dyck,1
(México - Cuautla) - Juchitepec - Tepetlixpa,1
Calle 1505,1
Calle Amaranto,1
Calle Jesús del Monte,1
Calle 20 A Sur Diagonal,1
Retorno 3 de Cecilio Robelo,1
Cerrada Ixcateopan,1
Calle 1 Enrique H. Arce,1
Calle Francisco Rivas,1
Calle K Manzana X,1
Carlos Benz,1
Calle Creta,1
Calle 131,1
Calle Martiniano Guerrero,1
Calle Caniles,1
1° Andador de Cafetales,1
Avenida Francisco Sosa,1
Camino de la Liga,1
Cerro Tlapacoyan,1
Calle P. Arriaga,1
Hacienda de la Purísima,1
Calle Fuente de La Diana,1
Andador Fidel,1
Prolongación Tlahuicas,1
Cerrada Puerto México,1
Calle Sur 101 A,1
Privada las Huertas,1
Calle Carlos Carrillo,1
Calle Oriente 5,1
Camino a Santa Cruz,1
Privada Retorno 37,1
Calle Mutualismo,1
Tercera Norte 10,1
Calle Oriente 233,1
Calle Rosaura Zapata,1
Calle Texcales,1
Calle Atenco,1
Calle Piedra,1
Cerrada Francisco Moreno,1
Calle Ignacio Molina,1
Calle Participación,1
Calle Helecho,1
Calle Avellano,1
Calle Perdiz,1
Calle Carlos Ramírez Llaca,1
Plaza Popocatépetl,1
Calle Pablo Ucello,1
Calle Gobierno de México,1
Calle 49,1
Calle 315,1
Calle Escurridero,1
Calle Parque España,1
Calle Rancho Esmeralda,1
Calle Continental,1
Calle Rey Meconetzin,1
Calle Ignacio Ortiz,1
Calle Canahuitli,1
Calle Nevado,1
Avenida José Lopéz Portillo,1
Calle Oro,1
Cerrada Independencia,1
Calle Progreso Nacional,1
Calle Tlilxóchitl,1
1a. Cerrada de Almeya,1
Calle Víctor Hugo,1
Calle Trinidad,1
Calle Gabriel Hernández,1
Calle Golfo de California,1
Avenida Volcán Iztaccíhuatl,1
Calle Santa Escuela,1
Avenida de las Flores,1
Privada 3ra. de Lazaro Cárdenas,1
Calle Braulio Dávila,1
Calle Lazarillo de Tormes,1
Calle Ezequiel Ordóñez,1
Prolongación Playa Erizo,1
Calle Rinconada Chopos,1
Privada Mar Serenidad,1
Calle José Mariano Beristáin Souza,1
Cerrada José María Castorena,1
Club Deportivo Nuevo León,1
Calle General Sosa,1
Calle Francisco González Bocanegra,1
Privada Río Chubut,1
Calle Campamento,1
Cerrada Cuarta de Centenario,1
Retorno 812,1
Calle Ameyalco,1
Privada Primera Cantera,1
Cerrada 5ª Francisco I. Madero,1
2ª Cerrada Germanio,1
Calle Escuintla,1
Calle Norte 82,1
Calzada San Isidro,1
Calle Comuneros,1
Calle Guido Reni,1
Calle Huexoculco,1
Calle Tracia,1
Calle Santa Rita de Casia,1
Calle Iguala,1
Calle Nicaragüenses,1
Calle Cicalco,1
Calle Uruapan,1
Privada Constitución del 17,1
Transbordo Intermodal MB Instituto del Petróleo - TB,1
Calle José María Vallejo,1
Calle Ocotes,1
Andador 16,1
Calle Tepacán,1
Calle Cerro de las Cantarranas,1
Calle Bellaco,1
Andador Ley A.,1
Calle Canal de Desagüe,1
Calle Bahía de Perula,1
Calle Águila Blanquinegra,1
Calle J. Morales Aguayo,1
Palmera del Desierto,1
Calle Tízoc,1
Calle Tecla,1
Calle Apozol,1
Calle Sur 69 A,1
Segunda Cerrada 2 de Febrero,1
Calle Jardín Azucenas,1
Calle Peralvillo,1
Segunda Cerrada Benito Juárez,1
Calle Aleta,1
Cerrada Tercera Alfredo V. Bonfil,1
Calle La Herencia,1
Calle La Loma,1
General Salvador Alvarado,1
Cerrada Primera Jazmín,1
Cerrada Lucas Alamán,1
Calle Doctor Francisco Cabrera,1
Callejón Xolalpa,1
Calle Venecia,1
Calle Cinematografistas,1
Calle Doctor Pascua,1
Avenida 537,1
Avenida de los Árboles,1
Calle Vía Chiquita,1
1a Cerrada de Augusto Rodin,1
Calle Armería,1
Metro Chabacano,1
Cerrada Avenida de las Torres,1
Cerrada Belén,1
Calle Fontaneros,1
Calle Club Deportivo Peñarol,1
Calle 3-A,1
Calle Plaza José Clemente Orozco,1
Calle de la República de Honduras,1
Privada Cruz Verde,1
Calle Cataratas,1
Cerrada Germanio,1
Calle Mariposa,1
Calle Palmito,1
Ampliacion Granados,1
Callejón Tlalmanalco,1
Calle Mar Baffin,1
Cerrada Cuarta Hermenegildo Galeana,1
Magnolia,1
Arrayán,1
Calle Bolonia,1
Calle Puerto Cozumel,1
Calle Picagregos,1
Cerrada San Emeterio,1
Avenida 613,1
Calle 1 Cresencio Magaña,1
Calle Potrero,1
Calle 2 Sabadino Jaime,1
Calle la Rosa,1
Carretera Chalco-Mixquic,1
Calle Canteras del Peñón,1
Calle Fernández Leal,1
Bienestar,1
Cerrada de Lago Andrómaco,1
Privada Norte 76,1
Calle Valle del Pilcomayo,1
Plaza Adalberto Martínez Resortes,1
Calle Pedro Luis Ogazón,1
Privada 7,1
Calle Francisco T. Contreras,1
Cerrada Puebla,1
Calle Lateral Ahuejotes,1
Calle Dinares,1
Privada Segunda Ojo de Agua,1
Calle San Julio,1
Calle Van Ostade,1
Tercera Cerrada Tlamahuacala,1
Calle General Felipe de la Garza,1
Río Amazonas,1
Calle Ahuehuete,1
Paseo de la Noria,1
Calle Eugenio Landesio,1
Privada Juego de Pelota,1
Calle Poniente 116,1
Cerrada Segunda Monte Carmelo,1
Calle Cerro Tucán,1
Calle Camilo Ríos,1
Calle Salaverry,1
Plaza Tetela,1
Cerrada del Pantano,1
Calle La Travita,1
Privada Zapata,1
Calle Tamuín,1
Calle Lago Victoria,1
Circuito Abarrotes y Víveres,1
La Mora,1
Calle Paseo de los Sauces,1
Calle Oriente 235 A,1
Calle Juana Gutiérrez,1
Cerrada Severiano Ceniceros,1
Calle Indios Verdes,1
Segunda Sánchez Colín,1
Calle Acoxpa,1
Calle Majuelos,1
Cuahutemoc,1
Calle Primera de Moctezuma,1
Tercer Callejón Chilalpa,1
Calle Atlautla,1
Calle Golondrina Galanteo,1
Calle Mar Azov,1
Calle 7 Casimiro del Valle,1
Calle Norte 34,1
Calle 1519,1
Cerrada Cuarta Bugambilia,1
Cerrada Alfredo Del Mazo,1
Calle Gobernador Francisco Javier Gonzaléz,1
Privada Simón,1
Calle Tata Jesucristo,1
1 Magaña,1
Calle Poniente 145-A,1
Privada Reforma,1
Calle Unidad Cuemanco,1
Calle Licenciado Javier Rojo Gómez,1
Calle Collado,1
Avenida Montes Pirineos,1
Calle I,1
Cerrada Segunda Lago Ginebra,1
Calle Xocchel,1
Calle 81,1
Privada Puebla,1
Prolongación Escudo Nacional,1
Calle Oleoducto,1
Calle Villa Joyosa,1
Avenida Pasadena,1
Calle Plazuela de Belén,1
Calle Luis Delgado,1
Calle Rosa Tártara,1
Calle Marmolejo,1
Calle Ejido Héroes de Padierna,1
Cerrada Cerezas,1
Andador 63,1
Avenida Norte 17,1
Calle Corona Boreal,1
Calle Procuraduría General de Justicia,1
Rafaél Dondé,1
Calle Montes Apalaches,1
Calle Huanusco,1
Calzada Arenal,1
Avenida de las Minas,1
Calle Río Canatlán,1
Calle Río Nilo,1
Calle Presa Oviachic,1
Calle Lago Iseo,1
Calle Poniente 1,1
Prolongación Tulum,1
Calle Huepac,1
Circuito Frutas y Legumbres,1
Privada Juan de Oca,1
Calle Lago del Fondo,1
Calle Zacualpan,1
Mina Purísima,1
Calle Nevado de Toluca,1
Gob. Juan M. García,1
Calle Norte 60 A,1
Tercera Cerrada José López Portillo,1
2a Cerrada Ortega,1
Retorno Sur 2 B,1
Cerrada Tercera Chontales,1
Calle Ignacio Altamirano,1
Cerrada Primera Pirules,1
Peatonal de la Recta,1
Calle Río Yapura,1
Cerrada Primera Vicente Guerrero,1
Cerrada Lerdo,1
Avenida 581,1
Andador Primero Dolores Guerrero,1
Calle Félix Palavicini,1
Calle Villa San Pablo,1
Gobernador José Ceballos,1
Calle Salamina,1
Segunda Palmera del Desierto,1
Tercera Cerrada San José,1
Circuito 482,1
Cerrada 2ª Emiliano Zapata,1
Calle Cremonenses,1
Norte 2,1
Prolongación Zaragoza,1
Calle Torre Omega,1
Calle Puno,1
Cerrada José María Morelos,1
Calle Izote,1
Andador Avellanas,1
Privada Escudo Nacional,1
Avenida 515,1
Calle Azaleas,1
Calle Atzayacatl,1
Calle Aeronautas,1
Retorno 111 de Río Churubusco,1
Cerrada Retorno 14,1
Calle Miguel Badillo,1
Calle Rancho del Arenal,1
Andador 27,1
Calle Sur 88,1
Calle Flor de Loto,1
Josefa Ortiz de Domínguez,1
Primer Retorno de Manuela Cañizales,1
Calle Smetana,1
Prolongación Providencia,1
Puerto Hidalgo,1
Calle Bokobá,1
Calle 14 de Febrero,1
Calle Manuel Castro Padilla,1
Chichimecas,1
Quinta Avenida,1
Calle Prolongación Jacarandas,1
Retorno 9 de Francisco del Paso y Troncoso,1
Calle Chicontepec,1
Calle Oriente 110,1
Calle Jean M. Nattier,1
Calle Juan Lucas de Lassaga,1
Calle Laureles,1
Calle Capiteles,1
Calle Saturno,1
Carretera México-Tulyehualco,1
Calle Norte 80 A,1
Calle Hacienda de las Trojes,1
2da. Cerrada Alcatraz,1
José Linares,1
Calle Alarcón,1
Calle Poniente 117-A,1
Cerrada Costera Ojo de Agua,1
Calle Tokio,1
Calle Memphis,1
Cerrada Tepechtitla,1
Calle Norte 67,1
Avenida Veracruz,1
Calle Corregio Norte,1
Calle 3 Carlos Mancilla,1
Cerrada Andador Jazmines,1
Calle Pez,1
Calle Lago Bangueolo,1
Primera Cerrada Presa,1
Calle Andalucía,1
Calle Tongonaca,1
Calle 66,1
Calle Norte 42,1
Andador Tulipanes,1
Calle Playa Condesa,1
Calle Eusebio Hernández,1
Cerrada 2ª 5 de Mayo,1
