Punto_Interes,Cantidad_Viajes
La Hostería de Santo Domingo,1
Café Galeno,1
FedEx Office,1
Taquería El Paisa,1
El,1
Nâm,1
Ecobici Gandhi / Reforma,1
Kimoda,1
La Montañesa,1
Atencion Dental Y Ortodoncia Para Niños,1
Farmacias de Similares,1
Taco House,1
El 123,1
obelisco,1
Ecobici Hamburgo / Insurgentes,1
La auténtica arrachera del Sifón,1
La No. 20 Polanco,1
Alexandr Pushkin,1
Flatter.MeHair,1
Strawberry Tours: Coyoacán,1
El Balcón del Zócalo,1
Ocelote,1
Ecobici Alfonso Reyes / Av. Nuevo León,1
La Catrina,1
La Oaxaqueña,1
Amart supermercado asiático,1
fons lavanderias,1
SuoerBara,1
El Bebian,1
PILARES SEPI,1
Ecobici Río Lerma / Villalongín,1
Jardin de niños Profr Alfonso Sierra Partida Tv,1
Kinder Mufani,1
Antojitos Yucatecos Ek Balam,1
Free Bicycle Rental,1
Súper Castillo,1
El Botanero,1
PILARES Tierra y Libertad,1
Ecobici Mazatlán / Juan de la Barrera,1
Jolel Volkswagen,1
Instituto Nursia Preescolar,1
Antonio's Hamburguesas,1
Esquites Don Josué,1
Taqueria Los gueros,1
El Kafta,1
PILARES Villa de Aragón,1
Ecobici Mutualismo / José Martí,1
Iusacell,1
Inter Möbel,1
Aranciatta,1
Estación de Policía Viaducto,1
Taquería los gueros,1
El Kaliche,1
Piloncillo y Cascabel,1
Ecobici Manzanillo / Tlaxcala,1
Ixe,1
La Cocina de Juanita,1
Abarrotes "Lupita",1
Estética Boston,1
Teatro Rafael Solana,1
El Kioskito,1
Pizzas Tomy,1
Ecobici #205 Taine - Homero,1
Alibaba,1
La Crayola,1
Abarrotes "Rodríguez",1
Estética Ysrael,1
Temictli,1
El lugar del mariachi,1
Pequeño apartamento,1
Du Chef,1
Alpaca Bakery and Creampuffs,1
La del Estribo,1
Abarrotes Lucy,1
Estudio 256,1
Terapias Alternativas,1
Ex Convento Cafe,1
Pescadito,1
Doríforo,1
Arts & Coffee Co,1
Los Jarritos,1
Abarrotes Zaly,1
Expendio,1
Texas de Brasil Kids Club,1
Fonda San Angel,1
Patisserie Dominique,1
Dosis Café,1
Abarrotes Yesjo,1
Los Luceros,1
Academia De Belleza Alis,1
Escuela Primaria Doctor Eduardo Liceaga Turno Vespertino 32-3001-334-22-x-019,1
Tienda de Abarrotes La Quimera,1
Farmacia París,1
Papelería "Junior",1
Cumbé Coffee Roasters,1
Abarrotes, vinos y licores San Antonio,1
Living Room Bar,1
Academia De Musica El Metronomo,1
Escuela Primaria Guadalupe Flores Alonso,1
Tintoreria y Planchado Chic,1
Farmacia Santa Fe,1
Panadería "Panquecito",1
Cordon Bleu,1
ABC,1
Los 3 poblanos,1
Albarradón de San Cristóbal,1
Expendio de pan,1
Tlapalería Jenny,1
Farmacias La Generosa,1
Óptica San Miguel,1
COYOTE specialty coffee&tea bar,1
Acriláminas,1
Los Callejeros,1
Barnabeu Tapas,1
Escuela Primaria Ruben Dario,1
Tlapalería La Fé,1
Embajada de Honduras,1
Neve Gelato,1
Desayunos,1
Adonay,1
Los Canallas,1
Bat's,1
Farmacia G y G,1
Tlapaleria y ferretería,1
Endora Cafeteria,1
Santocho,1
Dirty laundry,1
180° Shop,1
Los Dones,1
Belegui Oaxaca,1
Farmacia Multi Similares,1
Tomáš Garrigue Masaryk 1850-1937,1
Escuela Maestro Rafael Ramirez,1
Salamandra,1
Divino Cafe,1
7 Eleven,1
Los Equipales,1
Bellini,1
Giovanni's,1
Óptica Iris,1
Escuela Primaria Japón,1
Salud Dental Integral,1
Club Naval del Sur,1
Abarrotes "Carmelita",1
Los Gemelos,1
Avianca,1
Gloria,1
Ópticas Lux Torre Latino en el Centro Histórico,1
Escuela Primaria México Libre,1
Samy,1
CODIFARMA S.A. de C.V.,1
Abarrotes "Claveles",1
Lavalux,1
Birria del Pacífico,1
Fuente del Pescador,1
Nobu,1
Escuela Primaria Miguel Lerdo de Tejada,1
Rio 44,1
Colegio Pequeños Genios,1
Abarrotes "El Pariente",1
León XIII,1
Black Horse,1
Fuji,1
Nutrisa,1
Escuela Primaria Prof María Adelina Flores Morales,1
Resturante Vegetariano,1
Consultorio Dental Dra. Muro,1
Abarrotes El Sol,1
Lalo!,1
Biblioteca Fray Bartolomé de las Casas,1
Gallardo,1
Odette Cuisine,1
Escuela Secundaria Diurna Puerto De Alvarado,1
Rahmania Restaurante,1
Consultorio Dentista,1
Blanco Castelar,1
La Cerveceria,1
Bike On,1
GPS,1
Nasser,1
Escuela Secundaria Técnica No. 2 Corregidora de Querétaro,1
Plomeria, Gas y Electricidad,1
Consultorio Medico Jesus Guadalupe Lugo Cid,1
Bodega de Los Malazzo,1
Milo's,1
Belmondo,1
Grupo Zorro Abarrotero Cuajimalpa Zcj,1
María Gertrudis Bocanegra Lazo Mendoza,1
El Portón (Churubusco),1
PILARES Casa Amarilla,1
Consultorio Medico Sin Nombre,1
Botanicus,1
Miscelánea "Yoselin",1
Banjercito,1
Hamburguesas Mike,1
Mitocafé,1
El Pueblito,1
Posada Greco,1
Chevrolet San Antonio,1
BAZAR COMERCIAL JUAN ESCUTIA,1
Miscelánea La Pilarica,1
Bansefi,1
Hotel Escala,1
MODO - Museo del Objeto del Objeto,1
El rábano de la 9,1
Postales de Café,1
Chiquito Cafe 2,1
Bertico Cafe,1
Moronas,1
D`Marz,1
Hotel Sevilla,1
MojiGato Café,1
El MORO Parque la mexicana,1
Raven Folks,1
Chokokoro - comida asiática,1
Biblioteca Memorial Javier Valdez,1
Motos Vento,1
Costa,1
Hey! Brew Bar,1
Monumento a la Pirotecnia,1
El Oasis,1
Real Clean,1
Chrysler San Rafael,1
BL Moda,1
Mr. Sushi Coyoacán,1
Contempo Suites,1
Hiyoko,1
Morelos,1
El Gusto Jarocho,1
reparación enmicadora,1
Centro Educativo Victoria,1
Aztec,1
Mercado Centenario,1
Corazón de México Cafe,1
Hotel Reforma,1
Morgana,1
El Sarape,1
Próspero María Alarcón y Sánchez de la Barquera,1
Centro De Rehabilitacion Bucal Y Estetica,1
CASA MX alameda,1
Mexico City Hostel,1
Distribuidora Ferremacro,1
Información,1
moto alta vista,1
El Sazoncito,1
Publications International Ltd,1
Centro de Salud Oasis,1
Carvision,1
Mi Mercado Lagunilla Ropa y Tela,1
Doña Ofe,1
IPhone Compiter,1
Mrs Grupo Medico,1
El Sótano Bar,1
Echenique Automotriz,1
Cinemex Clavería,1
Brown caffeine lab,1
Mi Tienda,1
Ecobici Chilpancingo / Tlaxcala,1
Italinnis Universidad,1
Museo Británico Americano,1
Cinépolis Plaza Tlatelolco,1
Ecobici República de Cuba / Allende,1
Cinemex Parque Lindavista,1
Bufete China King,1
Mikado,1
Ecobici Río Nilo / Río Pánuco,1
Jardin De Niños Nayeli Nenetli,1
Museo de Artes Gráficas,1
Cirugia Ortopedia Y De Pelvis,1
Ecobici General Francisco Murguía / José Martí,1
Cinemex Reforma Casa de Arte,1
Café de Tacuba,1
María Victoria,1
Ecobici Quintana Roo / Villahermosa,1
Jardín de niños Nonatzin,1
Museo del jamón México,1
City Market,1
El Duende Juegos de Mesa,1
Cinemex San Antonio,1
Café la Gloria,1
marmota,1
El Excélsior,1
Jardin De Niños Primaria Y Secundaria Arnold Gesell,1
Mikasa Ramen,1
Citybanamex,1
El aviario,1
Cinépolis Puerta Tlatelolco,1
Café Pacífico,1
Martin Luther King Jr.,1
Ecobici Zacatecas / Luis Cabrera,1
La Alcantarilla,1
Miscelanea,1
Clinic Dental,1
Editorial Limusa,1
City Express by Marriott Ciudad de México Alameda,1
Café Puebla,1
Max,1
Cocoa Coyoacán II,1
Kinder. Japon.,1
Miscelánea Capricornio,1
Clínica de Asistencia Social José López Portillo,1
Clínica Dr. Casaubon,1
Cleobas,1
Café Regina,1
Maxi Donas,1
Clinica Tierra Unida Primer Contacto,1
katsubo,1
Miscelánea Jolye,1
Cinepolis,1
Clinica Dental,1
Aquamax,1
Cafe Río,1
Maximo,1
City Bakery,1
Karen,1
Mangata Moon,1
Centro Educativo Jose De Tapia Bujalance,1
City Café,1
Adidas Originals,1
Cafecito Tun Tun,1
Máximo Bistrot Local,1
Comida económica "Rossy",1
Justo Sierra Preparatoria,1
Madereria Pastores,1
Clínica La Viga,1
Compra Y Venta De Papel Y Desperdicios Materiales,1
ADOPTANDO UN CORAZON CANINO,1
Caldos de gallina José María,1
Lunch Garden,1
Consultorio,1
Jardín de Niños Ejidos de Culhuacán,1
Panadería La Esperanza,1
Clínica médica.,1
Cinépolis Diana,1
Aura- Comida Vegana,1
Campobaja,1
Louises Chef,1
Cinépolis Fórum Buenavista,1
Jekemir,1
ostioneria 64,1
Cervecería Polanquito,1
Cinépolis Portal San Ángel,1
Autolavado Ramírez,1
Cancino Roma,1
Malportaco,1
Cinemex Reforma 222,1
Jengibre,1
Peace & Love Health Food,1
Cfntal Norte,1
Chefspeare,1
Artesanías,1
Cantina Karisma,1
mangos,1
Chico Julio,1
Jorge Negrete,1
Pericentro,1
Charly´s Pizza,1
Churros Oli,1
Asado Campestre Charly,1
Capsule Hostel,1
Chequeos,1
Centro Oftalmológico Roma,1
La Canija,1
Papelería "Chivis",1
Chili´s,1
cerveceria la curva,1
Academia Y Estetica De Estilismo Adagio,1
Cardōn,1
Chiruedongaria,1
Cerveza en Punto,1
La Celestina,1
Parrilla Santa Ana,1
Churrería El Tlacuache,1
CETiS 52 Hermenegildo Galeana,1
Acoxpa 27,1
Carlotta,1
Cebichería Agua & Sal,1
Partners and Brothers,1
la città café & bar,1
Centro educativo Lewin Kurt,1
CELE La Raza,1
Párvati,1
480º Pizza Lounge,1
Centro Psicoterapeutico,1
Cinemex Coapa,1
Pastelería San Sebastián,1
La Cleta,1
Cervecería de Barrio,1
Cinemex Galerías,1
Porco Rosso,1
Abarrotes "Hernández",1
Chattin,1
Cinemex Park Plaza,1
Pozolería "Flor de Maíz",1
La Diana Cazadora,1
Centro Cultural Carreterra 45,1
Deportivo Guayacanes,1
Prego,1
Abarrotes "Jorgito",1
Chevrolet,1
Dermaclinic,1
Pollos a la leña "Ermita",1
La kikersteria - La casa del Ahuacatl,1
Casava Roots,1
Despacho médico,1
PILARES Ejército Constitucionalista,1
Abarrotes El Cambio,1
CECATI 001,1
Dewalt,1
PGJDF Fiscalia Desconcentrada en Benito Juarez,1
La Escondida,1
CECATI 74,1
Distribuidor Autorizado Pirma Local de Tenis,1
Pho King,1
Abarrotes El Laurel,1
Centro de estudios Libertad,1
Distribuidora de Carnes Reynoso,1
PILARES San Andrés Ahuayucan,1
La Fortaleza,1
Centro De Salud Ave Real,1
Distribuidora Parroquial de San Antonio,1
PILARES San Felipe de Jesús II,1
Abarrotes Laura,1
Centro De Salud Pedregal De San Nicolas Sur,1
D'LOUIS,1
PILARES Tablas de San Agustín,1
La Gloriosa,1
City Express,1
Don Chema,1
Trattoria La Tanna,1
Abarrotes Los Abuelitos,1
City Shops del Valle,1
Day Tredent,1
Un Krunch de Sabor,1
La hora del pan y café,1
Clinica Periferica De Odontologia Las Aguilas,1
Debarbas,1
Waldo's San Ángel,1
BB & BB,1
Chopo del Valle,1
Cuchillero's,1
Villa Nueva,1
La Huma,1
Clínica Veterinaria Amroth,1
Cucurucho,1
Yemanya,1
Ave María,1
Cigar and Wine Club,1
CWT,1
Zapata 7,1
La increíble libreria,1
Cine Marina,1
Creparis Club café Vergel,1
Cinemex Antara,1
Bandera,1
Cinemex Félix Cuevas,1
Consultorio ginecologico,1
Cinemex Insurgentes,1
Bang Bang Pizzas,1
Cinépolis Patio Santa Fe,1
Colegio Nueva Generación,1
Cinépolis Plaza Carso,1
Bonito Roma,1
Colegio Cuicatl Jardin De Niños,1
Comida x Kilo para llevar,1
CONALEP Aragón,1
Botanero del Valle,1
CONAMAT,1
Compra Venta De Desperdicios Industriales,1
Cool Laundry Lavandería y Tintorería,1
Benne,1
coopel,1
ConSentir,1
Dispensario Fransiscano Santa Isabel de Hungría,1
Benotto,1
Don Quintín Condesa,1
Baguettery,1
Dorothy Gaynor,1
Biblioteca Tec,1
Cuidado con el perro Tacuba,1
Baia Café,1
El Condimento,1
Bilioteca Sor Juana Ines de la Cruz,1
El Flechador del Cielo,1
Balcón del Zócalo,1
Ecobici República de Guatemala / Monte de Piedad,1
Cafetería Cardinal,1
Ecobici Palma Norte / República de Cuba,1
Banco FAMSA,1
Ecobici Progreso / Cda. Antonio Maceo,1
Cafetería Sebs,1
Ecobici #260 Av. Juárez - Balderas,1
Banco Inbursa,1
Ecobici Campeche / Tamaulipas,1
Cajero ATM Bitcoin Blink,1
Ecobici Coahuila / Manzanillo,1
Bar 18,1
Ecobici José María Vértiz / Av. Dr. Río de la Loza,1
Caldos Arellano,1
Barba Azul,1
California Pizza Kitchen,1
Barberia Ka22,1
Cam Centro De Atencion Medica,1
Argentalia,1
Café Brujas,1
Avanna,1
Café Garat,1
BC Sport,1
Café Gares,1
Bibilioteca IBBY,1
Bufette Chnggon,1
Birria Estilo Jalisco - Food Stand,1
Burritos México,1
Bisquests de Obregón,1
Caban,1
Alas de México,1
Cabrera 7,1
Alfer,1
Cenegenics Wellnes,1
Aluminio,1
Centenario 107,1
Amsterdam apartamento C,1
Centro Cultural Elena Garro,1
Antojería,1
Centro Cultural Universitario Tlatelolco,1
Antolina,1
Centro de Estudios Profesionales Renacimiento S. C.,1
Abarrotes Paty,1
Casa en la que la película Roma fue filmada,1
Abarrotes Yolis,1
Cantina Guadiana,1
Ahuizotl,1
Cantina La Mascota,1
a,1
Capelli Sani,1
Casa Gilardi, Luis Barragán 1976,1
Capotal Dental,1
Casa Prieto Lopez,1
Carajillo,1
Boicot Café (Coyoacán),1
Carnicería "La Gloria",1
Cdelaf,1
Casa Boker,1
Casa de Cultura Azcapotzalco,1
Cantina Casa Balbina,1
Cantina El Tio Pepe,1
Bodega Aurrerá,1
B41 Boulangerie,1
Black Code,1
Botellón,1
British Squash Club,1
BTM Portal San Ángel,1
Burrito Express,1
Café el Emir,1
Café Nin,1
Cafe Toscano,1
Café Toscano,1
Cafetería Calle Qatro,1
